订单编号,日期,省,订单量,单价,销售额
e354-4ead-8aab-f85c75a73f40,2020-02-03,广东,13.0,50.0,650.0
1423-4c8f-9286-760fca4924d4,2020-02-03,湖北,24.0,50.0,1200.0
2ab7-46f0-bb1f-b34812f48cd1,2020-02-03,广东,19.0,50.0,950.0
0232-4554-ab15-586c752f4520,2020-02-03,广东,16.0,50.0,800.0
67ed-469e-8c2c-58c36bd16fd8,2020-02-03,湖北,36.0,50.0,1800.0
9325-4298-b1f8-69be1ca6cf3a,2020-02-03,广东,13.0,50.0,650.0
506f-44f1-b87e-44404d412411,2020-02-03,湖北,35.0,50.0,1750.0
6e17-4420-b512-cf504e8cf082,2020-02-03,湖北,27.0,50.0,1350.0
dd85-4865-920a-a6a14f50f97f,2020-02-03,江苏,2.0,50.0,100.0
7f61-4a45-ac3a-a560b98b7792,2020-02-03,湖北,20.0,50.0,1000.0
be2d-4654-a4b6-e044ad556e67,2020-02-03,湖北,25.0,50.0,1250.0
00dd-410b-a7d1-8e46e5f1a7cd,2020-02-03,广东,17.0,50.0,850.0
4ee9-4e0f-8f98-d4a7da7bfdd3,2020-02-03,广东,17.0,50.0,850.0
ad79-4858-b50f-e72ee339ea40,2020-02-03,湖北,29.0,50.0,1450.0
59c4-4da7-9b09-bbae4a281498,2020-02-03,湖北,34.0,50.0,1700.0
c6fa-4cf4-8434-b9ae4027783e,2020-02-03,湖北,25.0,50.0,1250.0
8bdd-4149-81e1-d03fe75f6493,2020-02-03,湖北,29.0,50.0,1450.0
317e-4f7b-bc2c-7d447a728a54,2020-02-03,广东,18.0,50.0,900.0
2b31-4392-be6e-19af71e40261,2020-02-03,其他,4.0,50.0,200.0
3e47-4173-84d7-b1720f6e3871,2020-02-03,湖南,8.0,50.0,400.0
9968-426a-b085-77dcd6259e4f,2020-02-03,湖北,21.0,50.0,1050.0
0fe6-4cf8-95d8-22f3adb6416c,2020-02-03,湖北,26.0,50.0,1300.0
224d-4b9c-b028-daa8a0e240ec,2020-02-03,广东,20.0,50.0,1000.0
d285-4826-822f-b869069c0515,2020-02-03,广东,17.0,50.0,850.0
c212-4d17-879f-1440ecfd4e52,2020-02-03,湖北,21.0,50.0,1050.0
07aa-4631-b718-77abe5c074bd,2020-02-03,湖北,34.0,50.0,1700.0
94d6-4b3c-ade9-2c66787b46ac,2020-02-03,广东,20.0,50.0,1000.0
73f3-4d40-af4e-426548a7c539,2020-02-03,其他,4.0,50.0,200.0
1ee1-41a6-8c0a-7c24f988689f,2020-02-03,湖南,8.0,50.0,400.0
224d-4b9c-b028-daa8a0e240ec,2020-02-03,湖北,40.0,50.0,2000.0
91a2-48e1-9c15-0cbc5838e7ca,2020-02-03,湖南,9.0,50.0,450.0
88d2-4b6e-aca6-f0ac11f828a0,2020-02-03,湖南,9.0,50.0,450.0
0ae9-4a73-9051-931b5b93a010,2020-02-03,湖北,25.0,50.0,1250.0
5e0b-460d-a3e7-6acee0514c26,2020-02-03,湖南,9.0,50.0,450.0
73f3-4d40-af4e-426548a7c539,2020-02-03,河南,6.0,50.0,300.0
bb5b-4267-ad40-c0fb368f98b6,2020-02-03,其他,8.0,50.0,400.0
df28-4ffa-8c7c-f27b309fc105,2020-02-03,其他,6.0,50.0,300.0
4c29-42aa-a397-f449650ff93b,2020-02-03,广东,19.0,50.0,950.0
6c64-45d2-8d55-c2b244fcdd16,2020-02-03,湖北,25.0,50.0,1250.0
87b3-4054-a811-a21d7856d8c0,2020-02-03,湖北,21.0,50.0,1050.0
825e-410e-8dd0-1078f26f72db,2020-02-03,湖北,33.0,50.0,1650.0
1505-4fdd-b1f6-81032342509e,2020-02-03,其他,6.0,50.0,300.0
8a7c-4afb-913c-ea7f9fbb869e,2020-02-03,湖北,24.0,50.0,1200.0
e17c-442f-9dcd-e650e62468f5,2020-02-03,湖北,37.0,50.0,1850.0
49f6-4bd5-97a5-aeb075a1c8c3,2020-02-03,湖北,29.0,50.0,1450.0
43b2-4256-82a3-f90bb67cf746,2020-02-03,广东,18.0,50.0,900.0
92e9-4cb5-9420-a34de1a5f5c6,2020-02-03,湖北,22.0,50.0,1100.0
9506-44d6-871f-50944ec7238a,2020-02-03,湖北,34.0,50.0,1700.0
d31d-4ef6-ac63-b8d1a7d484e4,2020-02-03,广东,13.0,50.0,650.0
e2b3-435f-8d0b-f66f3186e524,2020-02-03,湖北,29.0,50.0,1450.0
26c7-4dfc-837f-301f79079af2,2020-02-03,广东,15.0,50.0,750.0
8a7c-4afb-913c-ea7f9fbb869e,2020-02-03,广东,16.0,50.0,800.0
c72a-401d-8f11-39becb49d442,2020-02-03,其他,4.0,50.0,200.0
2e1f-41b8-a44a-70391a54908b,2020-02-03,湖南,8.0,50.0,400.0
a184-47dc-b0e8-831a284c4163,2020-02-03,广东,17.0,50.0,850.0
d664-46eb-8b9b-23bde19f1b7e,2020-02-03,湖南,8.0,50.0,400.0
6f36-41bb-a8ad-f508be4dcb97,2020-02-03,湖南,8.0,50.0,400.0
bc51-418d-a5f9-4b862f337ba5,2020-02-03,湖北,22.0,50.0,1100.0
59c4-4da7-9b09-bbae4a281498,2020-02-03,湖南,10.0,50.0,500.0
ab38-4b37-ae73-c1daa39958be,2020-02-03,其他,5.0,50.0,250.0
efdc-47f5-8dcf-ad51d70aff92,2020-02-03,广东,19.0,50.0,950.0
a5b6-4727-a53d-036b97755136,2020-02-03,湖南,10.0,50.0,500.0
d707-4d5c-ac10-59d3fd3dc0bb,2020-02-03,其他,5.0,50.0,250.0
5021-4b39-8721-11dcf7b53141,2020-02-03,湖北,22.0,50.0,1100.0
5021-4b39-8721-11dcf7b53141,2020-02-03,广东,14.0,50.0,700.0
ae6e-4884-a027-6bff5b41cfae,2020-02-03,湖北,35.0,50.0,1750.0
361c-4595-bd0b-bb8946a02bad,2020-02-03,广东,17.0,50.0,850.0
57b3-4c1d-9e01-4c7e4bf364a0,2020-02-03,广东,15.0,50.0,750.0
bc63-4bf2-bf30-d0210bf4704c,2020-02-03,广东,16.0,50.0,800.0
b8fd-4875-bfe7-24d4e8cf8fa7,2020-02-03,湖北,20.0,50.0,1000.0
a415-4c7a-a9a2-ff39ac12a91b,2020-02-03,湖南,10.0,50.0,500.0
3829-4f49-979c-b2d54eab7a98,2020-02-03,湖北,23.0,50.0,1150.0
59c4-4da7-9b09-bbae4a281498,2020-02-03,江苏,2.0,50.0,100.0
e54c-4c1a-bf97-c8cd02094d83,2020-02-03,广东,19.0,50.0,950.0
3e47-4173-84d7-b1720f6e3871,2020-02-03,河南,8.0,50.0,400.0
87b3-4054-a811-a21d7856d8c0,2020-02-03,河南,7.0,50.0,350.0
a415-4c7a-a9a2-ff39ac12a91b,2020-02-03,湖北,38.0,50.0,1900.0
b7a2-4e85-88b0-b081846e75a2,2020-02-03,湖北,35.0,50.0,1750.0
d5ab-429c-bd2f-ea4cd835d2a1,2020-02-03,江苏,4.0,50.0,200.0
d5ab-429c-bd2f-ea4cd835d2a1,2020-02-03,湖北,22.0,50.0,1100.0
ff51-4594-89d1-7f732f93857f,2020-02-03,湖北,31.0,50.0,1550.0
87b3-4054-a811-a21d7856d8c0,2020-02-03,湖南,11.0,50.0,550.0
7147-41a7-b0de-87a19977cecd,2020-02-03,广东,12.0,50.0,600.0
2e1f-41b8-a44a-70391a54908b,2020-02-03,广东,18.0,50.0,900.0
2646-41e3-8b1e-457a4016b5c9,2020-02-03,湖北,20.0,50.0,1000.0
c1ef-4f98-9461-a4794a9c601c,2020-02-03,湖北,21.0,50.0,1050.0
f35a-4e43-b0a1-49b0df78968e,2020-02-03,湖北,26.0,50.0,1300.0
43b2-4256-82a3-f90bb67cf746,2020-02-03,湖北,30.0,50.0,1500.0
7f00-448c-9007-21b2e056ad01,2020-02-03,广东,16.0,50.0,800.0
5162-4365-80c3-01553a847c4e,2020-02-03,湖北,31.0,50.0,1550.0
9ea7-488a-8976-f0c5d4730ef8,2020-02-03,湖北,38.0,50.0,1900.0
b5a0-4e0b-99af-144c78ad63bf,2020-02-03,湖北,28.0,50.0,1400.0
9cc8-4542-8fed-3145e1942504,2020-02-03,湖北,25.0,50.0,1250.0
e253-4f3c-a9aa-2be645a040c4,2020-02-03,湖北,24.0,50.0,1200.0
0e1b-491e-b069-aa250ad61376,2020-02-03,湖北,30.0,50.0,1500.0
7f61-4a45-ac3a-a560b98b7792,2020-02-03,广东,19.0,50.0,950.0
136f-44b2-b4bd-14f4b4811c06,2020-02-03,湖北,35.0,50.0,1750.0
d3ab-4964-9c00-c61b82917765,2020-02-03,广东,16.0,50.0,800.0
94d6-4b3c-ade9-2c66787b46ac,2020-02-03,湖北,20.0,50.0,1000.0
c9a1-4aae-8614-d3c1e047fe81,2020-02-03,湖北,38.0,50.0,1900.0
87c7-46ca-9e43-cb791c37ce18,2020-02-03,湖北,35.0,50.0,1750.0
c2b4-4c7f-b71f-f52015a80e5b,2020-02-03,湖北,35.0,50.0,1750.0
df28-4ffa-8c7c-f27b309fc105,2020-02-03,湖北,20.0,50.0,1000.0
4aa8-4f45-a39b-3be4d717f4b9,2020-02-03,广东,13.0,50.0,650.0
2aa4-4aca-8ae7-132ba761d115,2020-02-03,湖北,38.0,50.0,1900.0
38c0-452a-b39a-e513d0895c4a,2020-02-03,湖北,27.0,50.0,1350.0
f327-48fe-8c75-f091dc45bbdf,2020-02-03,湖北,22.0,50.0,1100.0
8381-4f24-b565-aa8be33f7839,2020-02-03,广东,18.0,50.0,900.0
1505-4fdd-b1f6-81032342509e,2020-02-03,湖南,10.0,50.0,500.0
a56d-4415-ad6e-020cdb154c35,2020-02-03,其他,8.0,50.0,400.0
43e2-4f1f-ae55-3cb5d2535479,2020-02-03,广东,13.0,50.0,650.0
88d2-4b6e-aca6-f0ac11f828a0,2020-02-03,湖北,25.0,50.0,1250.0
6b12-47ed-a158-8f06a942ff9c,2020-02-03,广东,17.0,50.0,850.0
55fa-477a-9d2a-0be73b27ce09,2020-02-03,湖北,27.0,50.0,1350.0
fef7-42f7-b9f4-031b12717c60,2020-02-03,其他,4.0,50.0,200.0
bb5b-4267-ad40-c0fb368f98b6,2020-02-03,河南,5.0,50.0,250.0
69aa-4e84-9649-7c5b02e0975e,2020-02-03,湖北,40.0,50.0,2000.0
d5ab-429c-bd2f-ea4cd835d2a1,2020-02-03,河南,6.0,50.0,300.0
d707-4d5c-ac10-59d3fd3dc0bb,2020-02-03,江苏,3.0,50.0,150.0
b621-44c7-8ca5-a66f02e855a5,2020-02-03,湖北,31.0,50.0,1550.0
87af-48e5-8bed-c5dcf9ecc172,2020-02-03,湖南,10.0,50.0,500.0
dde7-4237-9bc8-de5817d4908e,2020-02-03,湖北,26.0,50.0,1300.0
0065-4a4f-b811-62c95c2ea1e0,2020-02-03,广东,13.0,50.0,650.0
24ed-44c4-9b38-25e3cfb7eec8,2020-02-03,广东,19.0,50.0,950.0
535a-4eca-8fa0-9cc54c66e11d,2020-02-03,湖南,9.0,50.0,450.0
f327-48fe-8c75-f091dc45bbdf,2020-02-03,湖南,9.0,50.0,450.0
6d60-4677-a8d3-5a1dd8206d4c,2020-02-03,广东,13.0,50.0,650.0
cf02-4029-95f1-ea0aad767602,2020-02-03,其他,4.0,50.0,200.0
3e47-4173-84d7-b1720f6e3871,2020-02-03,其他,6.0,50.0,300.0
1265-4d27-a5c6-d3d6f44cd594,2020-02-03,湖南,9.0,50.0,450.0
6f36-41bb-a8ad-f508be4dcb97,2020-02-03,广东,14.0,50.0,700.0
c8c2-4733-a953-0244cbd4e4de,2020-02-03,湖北,31.0,50.0,1550.0
c822-4da6-b9ed-7af89151214f,2020-02-03,广东,18.0,50.0,900.0
bc51-418d-a5f9-4b862f337ba5,2020-02-03,广东,17.0,50.0,850.0
535a-4eca-8fa0-9cc54c66e11d,2020-02-03,河南,6.0,50.0,300.0
5e0b-460d-a3e7-6acee0514c26,2020-02-03,湖北,29.0,50.0,1450.0
9325-4298-b1f8-69be1ca6cf3a,2020-02-03,湖南,11.0,50.0,550.0
b266-480c-bd80-16e9f16eedd2,2020-02-03,湖南,8.0,50.0,400.0
60ce-4ab0-8534-6d49966bceb0,2020-02-03,湖北,33.0,50.0,1650.0
0dd4-4a48-a797-d442671db85b,2020-02-03,湖北,40.0,50.0,2000.0
7430-484d-9bf4-3fbbeea0d147,2020-02-03,广东,19.0,50.0,950.0
7430-484d-9bf4-3fbbeea0d147,2020-02-03,河南,7.0,50.0,350.0
d31d-4ef6-ac63-b8d1a7d484e4,2020-02-03,湖北,29.0,50.0,1450.0
2b31-4392-be6e-19af71e40261,2020-02-03,广东,17.0,50.0,850.0
ab75-4dee-9846-c07d833fd31c,2020-02-03,湖南,9.0,50.0,450.0
2d6d-4969-b029-4d8f6b1cf1c7,2020-02-03,广东,17.0,50.0,850.0
0fad-43c0-89cd-ae89ce09a181,2020-02-03,湖北,22.0,50.0,1100.0
70f3-4461-9b5f-7f53a55c51b6,2020-02-03,其他,5.0,50.0,250.0
c2b3-4200-93c6-190dc0405705,2020-02-03,湖北,33.0,50.0,1650.0
a56d-4415-ad6e-020cdb154c35,2020-02-03,湖北,23.0,50.0,1150.0
7147-41a7-b0de-87a19977cecd,2020-02-03,湖北,40.0,50.0,2000.0
fd13-4225-b4f8-f6d86275bd8c,2020-02-03,湖北,30.0,50.0,1500.0
e54c-4c1a-bf97-c8cd02094d83,2020-02-03,湖北,25.0,50.0,1250.0
a1cf-416b-81d5-31dc2b39f33f,2020-02-03,湖南,8.0,50.0,400.0
d707-4d5c-ac10-59d3fd3dc0bb,2020-02-03,湖南,12.0,50.0,600.0
357e-41b2-bc3e-0a827002f415,2020-02-03,湖北,35.0,50.0,1750.0
0893-4f3b-99f6-8798d8ca4cd3,2020-02-03,广东,15.0,50.0,750.0
e56b-47ca-a14f-bc34a1c41d91,2020-02-03,广东,13.0,50.0,650.0
c65c-4447-9dde-f6b4ef2d457b,2020-02-03,广东,15.0,50.0,750.0
8511-46b0-9528-2da19f7e261c,2020-02-03,湖北,26.0,50.0,1300.0
b5d5-4b96-847b-e0ec6a685423,2020-02-03,湖北,27.0,50.0,1350.0
ab75-4dee-9846-c07d833fd31c,2020-02-03,湖北,34.0,50.0,1700.0
b1b1-4de2-a908-4f6267548971,2020-02-03,湖北,28.0,50.0,1400.0
3e47-4173-84d7-b1720f6e3871,2020-02-03,湖北,30.0,50.0,1500.0
e69b-4334-a847-8761c5586b3d,2020-02-03,广东,13.0,50.0,650.0
43ad-4120-a5c0-9641e2397d15,2020-02-03,广东,14.0,50.0,700.0
b266-480c-bd80-16e9f16eedd2,2020-02-03,湖北,28.0,50.0,1400.0
6299-482e-a150-a5bee0e02e85,2020-02-03,湖北,39.0,50.0,1950.0
b908-43d4-9f15-17dbe8e01ea5,2020-02-03,湖北,31.0,50.0,1550.0
2821-4609-89f0-20d29eec241a,2020-02-03,广东,16.0,50.0,800.0
dd85-4865-920a-a6a14f50f97f,2020-02-03,其他,6.0,50.0,300.0
2f39-4ff5-af27-fb5b0cf83acd,2020-02-03,湖北,39.0,50.0,1950.0
1ee1-41a6-8c0a-7c24f988689f,2020-02-03,广东,14.0,50.0,700.0
c909-457a-b735-76559052dbe4,2020-02-03,湖北,23.0,50.0,1150.0
ca9f-4daa-8993-265fcc8eb1bd,2020-02-03,广东,14.0,50.0,700.0
d44c-4c82-9095-59e1e80d1c3c,2020-02-03,广东,12.0,50.0,600.0
24ea-4f27-9af1-fa7eef3534b9,2020-02-03,广东,16.0,50.0,800.0
1d2b-4b12-81e2-8da18865a711,2020-02-03,湖北,27.0,50.0,1350.0
efdc-47f5-8dcf-ad51d70aff92,2020-02-03,湖北,33.0,50.0,1650.0
49f6-4bd5-97a5-aeb075a1c8c3,2020-02-03,广东,13.0,50.0,650.0
5bc6-4cea-a637-4517d1736970,2020-02-03,湖北,37.0,50.0,1850.0
b266-480c-bd80-16e9f16eedd2,2020-02-03,河南,7.0,50.0,350.0
0e3b-4c87-989f-f9ffd2105d57,2020-02-03,湖北,35.0,50.0,1750.0
bc51-418d-a5f9-4b862f337ba5,2020-02-03,湖南,10.0,50.0,500.0
357e-41b2-bc3e-0a827002f415,2020-02-03,湖南,12.0,50.0,600.0
bc63-4bf2-bf30-d0210bf4704c,2020-02-03,江苏,4.0,50.0,200.0
6f36-41bb-a8ad-f508be4dcb97,2020-02-03,其他,4.0,50.0,200.0
ca9e-4238-90a1-e99258e8bbc5,2020-02-03,广东,12.0,50.0,600.0
fa1c-48e9-a998-039c7cc91159,2020-02-03,湖南,12.0,50.0,600.0
dd85-4865-920a-a6a14f50f97f,2020-02-03,湖南,9.0,50.0,450.0
f8f3-49fa-9735-c04e105ac10f,2020-02-03,湖北,29.0,50.0,1450.0
43de-4eaf-a228-3e8fbc52d14c,2020-02-03,湖南,8.0,50.0,400.0
87af-48e5-8bed-c5dcf9ecc172,2020-02-03,江苏,3.0,50.0,150.0
70f3-4461-9b5f-7f53a55c51b6,2020-02-03,广东,19.0,50.0,950.0
8381-4f24-b565-aa8be33f7839,2020-02-03,河南,7.0,50.0,350.0
34f7-44fd-b2f7-8ccb4b113d5e,2020-02-03,湖北,31.0,50.0,1550.0
6e17-4420-b512-cf504e8cf082,2020-02-03,湖南,9.0,50.0,450.0
0766-4d56-8143-62d98a8bdcb3,2020-02-03,广东,17.0,50.0,850.0
ca9e-4238-90a1-e99258e8bbc5,2020-02-03,湖北,28.0,50.0,1400.0
e08d-42a2-93ae-738dc53bb403,2020-02-03,湖北,31.0,50.0,1550.0
8637-44df-9c4d-c6b50b55ad0e,2020-02-03,广东,14.0,50.0,700.0
eed4-4fc6-b2e5-3d12b58a0fa8,2020-02-03,湖北,36.0,50.0,1800.0
a0a3-4197-9996-c8161b108cf8,2020-02-03,广东,15.0,50.0,750.0
7e10-4700-9c0d-244cf97d47a3,2020-02-03,湖北,27.0,50.0,1350.0
0893-4f3b-99f6-8798d8ca4cd3,2020-02-03,湖北,26.0,50.0,1300.0
962e-4acd-a364-76557268b2c3,2020-02-03,湖北,21.0,50.0,1050.0
8e6e-43cc-b667-4b659689e7da,2020-02-03,湖北,20.0,50.0,1000.0
f202-45df-96e2-ca4e4c389624,2020-02-03,湖南,10.0,50.0,500.0
df28-4ffa-8c7c-f27b309fc105,2020-02-03,河南,6.0,50.0,300.0
e3a5-4e37-80b3-3488397fd0ae,2020-02-03,湖北,24.0,50.0,1200.0
ee10-499d-b033-eedc9230f85d,2020-02-03,湖北,33.0,50.0,1650.0
2f1b-4b5a-913f-b60dccf9db3c,2020-02-03,湖南,8.0,50.0,400.0
be9a-4da0-b940-35c3c98ca991,2020-02-03,湖北,26.0,50.0,1300.0
00dd-410b-a7d1-8e46e5f1a7cd,2020-02-03,湖南,11.0,50.0,550.0
b27a-4379-a79b-0cc3e7d0593f,2020-02-03,湖北,23.0,50.0,1150.0
647f-4b2e-8136-cb8e319f14e1,2020-02-03,湖北,31.0,50.0,1550.0
a56d-4415-ad6e-020cdb154c35,2020-02-03,河南,8.0,50.0,400.0
c8c2-4733-a953-0244cbd4e4de,2020-02-03,广东,19.0,50.0,950.0
f202-45df-96e2-ca4e4c389624,2020-02-03,广东,12.0,50.0,600.0
a184-47dc-b0e8-831a284c4163,2020-02-03,湖北,40.0,50.0,2000.0
be2d-4654-a4b6-e044ad556e67,2020-02-03,广东,20.0,50.0,1000.0
43e2-4f1f-ae55-3cb5d2535479,2020-02-03,湖南,9.0,50.0,450.0
99ed-4c84-a676-4bb04b9c6f07,2020-02-03,广东,12.0,50.0,600.0
7e38-4ecc-b04f-c54907c822d4,2020-02-03,湖北,32.0,50.0,1600.0
535a-4eca-8fa0-9cc54c66e11d,2020-02-03,广东,18.0,50.0,900.0
535a-4eca-8fa0-9cc54c66e11d,2020-02-03,江苏,4.0,50.0,200.0
e15c-44b1-a6d9-58058bd16f10,2020-02-03,湖北,25.0,50.0,1250.0
87af-48e5-8bed-c5dcf9ecc172,2020-02-03,广东,12.0,50.0,600.0
c1ef-4f98-9461-a4794a9c601c,2020-02-03,广东,13.0,50.0,650.0
ff13-42ae-88af-93ad9b529541,2020-02-03,广东,12.0,50.0,600.0
46ae-4f73-b755-26d9c721247f,2020-02-03,广东,16.0,50.0,800.0
9cc8-4542-8fed-3145e1942504,2020-02-03,湖南,9.0,50.0,450.0
87b3-4054-a811-a21d7856d8c0,2020-02-03,其他,6.0,50.0,300.0
5e51-4922-adb0-2753043a99c9,2020-02-03,广东,19.0,50.0,950.0
7f00-448c-9007-21b2e056ad01,2020-02-03,河南,7.0,50.0,350.0
9b19-41ba-bd8d-b1cbdc18d6f8,2020-02-03,湖北,40.0,50.0,2000.0
bb8d-491c-b4d3-e58ac85469d0,2020-02-03,湖北,39.0,50.0,1950.0
4ee9-4e0f-8f98-d4a7da7bfdd3,2020-02-03,湖北,30.0,50.0,1500.0
f61b-4406-bf5f-23df820ce38a,2020-02-03,湖南,9.0,50.0,450.0
f327-48fe-8c75-f091dc45bbdf,2020-02-03,其他,5.0,50.0,250.0
d282-4f6f-a55b-a82c8093c660,2020-02-03,湖北,34.0,50.0,1700.0
8381-4f24-b565-aa8be33f7839,2020-02-03,湖南,12.0,50.0,600.0
ca9e-4238-90a1-e99258e8bbc5,2020-02-03,河南,6.0,50.0,300.0
0f62-49d2-9483-9cf9d1d47553,2020-02-03,广东,12.0,50.0,600.0
a415-4c7a-a9a2-ff39ac12a91b,2020-02-03,广东,18.0,50.0,900.0
9325-4298-b1f8-69be1ca6cf3a,2020-02-03,其他,4.0,50.0,200.0
ae6e-4884-a027-6bff5b41cfae,2020-02-03,广东,20.0,50.0,1000.0
3829-4f49-979c-b2d54eab7a98,2020-02-03,广东,12.0,50.0,600.0
3544-4ba0-a831-7090281f0bff,2020-02-03,湖北,40.0,50.0,2000.0
fef9-447d-8b1f-13c3e3e09d75,2020-02-03,湖北,23.0,50.0,1150.0
4aa8-4f45-a39b-3be4d717f4b9,2020-02-03,湖北,20.0,50.0,1000.0
5021-4b39-8721-11dcf7b53141,2020-02-03,河南,4.0,50.0,200.0
5d58-445d-bf00-4cc02b3e892d,2020-02-03,湖北,22.0,50.0,1100.0
8cad-41ee-85b7-c59b85f0ebe6,2020-02-03,湖南,11.0,50.0,550.0
4ea4-480a-a070-295408955363,2020-02-03,湖南,10.0,50.0,500.0
93e4-49b5-8c8b-7c94c10d5287,2020-02-03,广东,16.0,50.0,800.0
fa3c-4bc1-a768-f62607410d95,2020-02-03,湖北,26.0,50.0,1300.0
4c78-4cba-ba3e-90b08e164efc,2020-02-03,广东,12.0,50.0,600.0
7b1f-49d1-991e-6480ffe0c6c4,2020-02-03,广东,14.0,50.0,700.0
4c78-4cba-ba3e-90b08e164efc,2020-02-03,湖北,30.0,50.0,1500.0
34f7-44fd-b2f7-8ccb4b113d5e,2020-02-03,其他,6.0,50.0,300.0
825e-410e-8dd0-1078f26f72db,2020-02-03,湖南,8.0,50.0,400.0
de17-446c-95ae-3724f6068017,2020-02-03,湖北,32.0,50.0,1600.0
df28-4ffa-8c7c-f27b309fc105,2020-02-03,广东,15.0,50.0,750.0
3e47-4173-84d7-b1720f6e3871,2020-02-03,广东,16.0,50.0,800.0
ca9f-4daa-8993-265fcc8eb1bd,2020-02-03,河南,7.0,50.0,350.0
098c-4077-8fd9-ea60d3736148,2020-02-03,广东,17.0,50.0,850.0
953f-4b46-a8a2-0eb0e39818a8,2020-02-03,广东,12.0,50.0,600.0
6b12-47ed-a158-8f06a942ff9c,2020-02-03,湖北,38.0,50.0,1900.0
361c-4595-bd0b-bb8946a02bad,2020-02-03,湖北,25.0,50.0,1250.0
7b1f-49d1-991e-6480ffe0c6c4,2020-02-03,湖南,9.0,50.0,450.0
9230-49f2-8010-ea95320dc34d,2020-02-03,广东,17.0,50.0,850.0
b4df-4983-8f11-812ef392e230,2020-02-03,湖北,29.0,50.0,1450.0
e2b3-435f-8d0b-f66f3186e524,2020-02-03,广东,20.0,50.0,1000.0
1505-4fdd-b1f6-81032342509e,2020-02-03,广东,16.0,50.0,800.0
05c6-49ac-932f-391b2a90259e,2020-02-03,湖北,31.0,50.0,1550.0
f923-469f-9f3e-6d78391d7aef,2020-02-03,河南,4.0,50.0,200.0
3a16-470b-a63d-7d6e94b67cb6,2020-02-03,湖北,37.0,50.0,1850.0
1996-43c6-bfb0-bc1eb7c625c1,2020-02-03,湖北,32.0,50.0,1600.0
43de-4eaf-a228-3e8fbc52d14c,2020-02-03,河南,7.0,50.0,350.0
59c4-4da7-9b09-bbae4a281498,2020-02-03,广东,20.0,50.0,1000.0
f923-469f-9f3e-6d78391d7aef,2020-02-03,湖南,10.0,50.0,500.0
397b-49a1-8a9e-b4eee4b344ea,2020-02-03,广东,18.0,50.0,900.0
4ea4-480a-a070-295408955363,2020-02-03,湖北,31.0,50.0,1550.0
6f36-41bb-a8ad-f508be4dcb97,2020-02-03,江苏,3.0,50.0,150.0
c72a-401d-8f11-39becb49d442,2020-02-03,湖南,10.0,50.0,500.0
d2f1-4905-a0d9-b149ad7b1add,2020-02-03,湖北,25.0,50.0,1250.0
87b3-4054-a811-a21d7856d8c0,2020-02-03,广东,14.0,50.0,700.0
0fad-43c0-89cd-ae89ce09a181,2020-02-03,广东,13.0,50.0,650.0
fa1c-48e9-a998-039c7cc91159,2020-02-03,湖北,37.0,50.0,1850.0
cf02-4029-95f1-ea0aad767602,2020-02-03,湖北,30.0,50.0,1500.0
022d-414d-a899-76df65d8b427,2020-02-03,湖北,29.0,50.0,1450.0
13e4-48b9-b820-0d1b9d814cb9,2020-02-03,湖北,27.0,50.0,1350.0
016f-4284-80c4-28e35cafe494,2020-02-03,湖南,8.0,50.0,400.0
74de-4ae2-b616-551753cb73e5,2020-02-03,湖南,10.0,50.0,500.0
953f-4b46-a8a2-0eb0e39818a8,2020-02-03,江苏,3.0,50.0,150.0
e56b-47ca-a14f-bc34a1c41d91,2020-02-03,湖北,22.0,50.0,1100.0
dcab-4f5d-ba67-ab081a65b99a,2020-02-03,湖北,30.0,50.0,1500.0
49f6-4bd5-97a5-aeb075a1c8c3,2020-02-03,湖南,10.0,50.0,500.0
7147-41a7-b0de-87a19977cecd,2020-02-03,湖南,9.0,50.0,450.0
3e47-4173-84d7-b1720f6e3871,2020-02-03,江苏,2.0,50.0,100.0
2e1f-41b8-a44a-70391a54908b,2020-02-03,湖北,31.0,50.0,1550.0
7ef5-4597-8666-b07fb580f159,2020-02-03,湖北,34.0,50.0,1700.0
6e17-4420-b512-cf504e8cf082,2020-02-03,广东,18.0,50.0,900.0
055a-441a-a861-54b6011c047d,2020-02-03,湖北,29.0,50.0,1450.0
74de-4ae2-b616-551753cb73e5,2020-02-03,河南,5.0,50.0,250.0
bc63-4bf2-bf30-d0210bf4704c,2020-02-03,其他,6.0,50.0,300.0
f202-45df-96e2-ca4e4c389624,2020-02-03,湖北,28.0,50.0,1400.0
8381-4f24-b565-aa8be33f7839,2020-02-03,其他,8.0,50.0,400.0
1265-4d27-a5c6-d3d6f44cd594,2020-02-03,湖北,40.0,50.0,2000.0
7512-4ff7-bc94-7f1bb3b25ae6,2020-02-03,湖北,39.0,50.0,1950.0
ca9f-4daa-8993-265fcc8eb1bd,2020-02-03,其他,5.0,50.0,250.0
a1cf-416b-81d5-31dc2b39f33f,2020-02-03,广东,20.0,50.0,1000.0
a5b6-4727-a53d-036b97755136,2020-02-03,湖北,39.0,50.0,1950.0
cd4c-45da-8254-90643a4bcd5a,2020-02-03,广东,12.0,50.0,600.0
b7fe-4683-8e0a-eb8b8f17d1bf,2020-02-03,湖南,11.0,50.0,550.0
0065-4a4f-b811-62c95c2ea1e0,2020-02-03,湖北,32.0,50.0,1600.0
69ef-4d50-87b6-d2e378822bab,2020-02-03,湖北,20.0,50.0,1000.0
